,diary_index,title_raw,value_raw,title,value,owner
3130,186,Paycheck (every two weeks),"I technically get paid a daily rate, so sometimes there are holidays or three-day weekends that I don't get paid for. On average, my checks end up being about $1,300 after taxes.",monthly paycheck,2600,diarist
3131,186,# of roommates,one (my kid: a 1-and-a-half-year-old),,,diarist
3132,186,Rent,"$2,400. I live in a three-bedroom house that has a pretty low rent compared to the rest of my town; according to my recent search on Zillow, my rent is about $1k under the going rate.",rent,2400,diarist
3133,186,"Utilities (gas, electric, water, garbage)",$250,utilities,250,diarist
3134,186,Cable & Internet,$60,utilities,60,diarist
3135,186,Car Insurance,$53,auto,53,diarist
3136,186,Phone Bill,$120,utilities,120,diarist
3137,186,Health Insurance,$165,health insurance,165,diarist
3138,186,Childcare,"$400 a month (The total is $800/month, split evenly with my son's dad)",childcare,400,diarist
3139,186,Savings,"Anywhere from $500 to $2,000, depending on the month",savings,1250,diarist
3140,187,Industry,"Biotechnology, data analytics, and strategy",industry,"biotechnology, data analytics, and strategy",diarist
3141,187,Age,26,age,26,diarist
3142,187,Location,San Francisco,location,"san francisco, CA",diarist
3143,187,Salary,"$115,000 with $24K pre-tax bonus last year (bonus went straight into savings,minus a $150 celebratory dinner)",salary,115000,diarist
3144,187,Paycheck Amount (2x/month),"$2,638, after taxes, healthcare, HSA account contributions, and maxing out my 401(k) deductions for the year. I consider my monthly take-home pay to be $5,000 and keep the extra $138 in my checking as a cushion.",monthly paycheck,5276,diarist
3145,187,Number of roommates,1 (my fiancé),,,diarist
3146,187,Rent,"$1,675, my half. We live in decent, but by no means luxurious, one-bedroom apartment (i.e., no dishwasher, no garbage disposal, bathroom with atrocious '70s tile and colors, etc.)",rent,1675,diarist
3147,187,Loans,$0 (very fortunate to have gotten a scholarship and parents paid for room and board),student loan,0,diarist
3148,187,Utilities,"$40, internet. We actually do have cable, because my fiancé likes to watch baseball. If it were up to me, we would just have HBO GO, so he pays the TV portion.",utilities,40,diarist
3149,187,Cell Phone,"$0, work pays for it. (I had the option of either getting a second iPhone just for work, or have work pay for my personal phone — clearly chose the latter).",utilities,0,diarist
3150,187,House Cleaning,"$100 a month. We have a housekeeper come twice a month and she charges $100 for each visit, so we take turns paying.",misc,100,diarist
3151,187,Netflix,$8,entertainment,8,diarist
3152,187,Future Fun,"$450. At the beginning of the year, I tallied up the costs of all the trips, travel, weddings, major gifts, and expenses I knew I had to pay for, and then divided that by 12 to understand what I should be “saving” each month. That way, the big expenses don’t skew the picture of what’s really going on every month and that I don’t overspend in months where I don’t have to buy a plane ticket or gift and feel more flush than usual. As for my own wedding, we are planning on having a small, low-key ceremony at city hall followed by dinner out. Our parents will be graciously picking up the tab for that.",savings,450,diarist
3153,187,Transportation,"$0 fixed. My company runs private shuttles from S.F. to our campus, located in South San Francisco near the airport. My fiancé also has a car (I contribute towards his car insurance, which is included in “Future Fun,” but usually not gas, unless we are taking a trip out of town).",misc,0,diarist
3154,187,Monthly savings for down payment,"$1,500. I’ve got about $45,000 in savings so far, but the median home price in the Bay Area is like $800K, so it feels like chump change at this point.",savings,1500,diarist
3155,187,Leftover discretionary money,"~$1,200",,,diarist
3156,188,Job,Visual resources graduate assistant at a public university library (20 hours a week); barista (12 hours a week),occupation,student,diarist
3157,188,Age,26,age,26,diarist
3158,188,Location,"Durham, N.C.",location,"durham, NC",diarist
3159,188,Salary,Hourly employee: $15/hour as a graduate assistant and $13.75/hour as a barista.,salary,28000,diarist
3160,188,Paycheck Amount,": $1,050 (visual resources) and $505 (barista) per month after taxes. My husband works as a contracted corporate archivist for 14 hours a week, and a library page, for $895 and $750 a month, respectively. We're both in graduate school full-time while working. My husband and I each maintain separate checking and savings accounts, but end up paying most of our paychecks into our joint credit card where almost all of our purchases go.",monthly paycheck,1555,diarist
3161,188,# of roommates,3 (husband and two cats),,,diarist
3162,188,Rent,"$595, $297.50 for my half",rent,297.5,diarist
3163,188,Health Insurance,"The full cost of our medical insurance is $772.82 per month, but we get a $400 per month discount from the health insurance marketplace, making the monthly payment $372.82; $186.41 for my half.",health insurance,186.41,diarist
3164,188,Dental Insurance,$42.90; my half: $21.45,health insurance,21.45,diarist
3165,188,Utilities,$190; my half: $95,utilities,95,diarist
3166,188,Groceries,$480; my half: $240,misc,240,diarist
3167,188,Restaurants,$200; my half: $100,misc,100,diarist
3168,188,Gas,$120; my half: $60,auto,60,diarist
3169,188,Car insurance,$80; my half: $40,auto,40,diarist
3170,188,Netflix,$9; my half: $4.50,entertainment,4.5,diarist
3171,188,Renter's Insurance,$120 per year; my half: $60,misc,60,diarist
3172,188,Phone Bill,Free; both of us are still on our families' plans.,utilities,0,diarist
3173,188,Hulu,Free; using our friend's login.,entertainment,0,diarist
3174,188,Savings,"usually saves me around $100 per month; I have $4,500 in federal student loans from grad school, but I am not paying them back until I graduate.",savings,100,diarist
3175,189,Occupation,Receptionist,occupation,receptionist,diarist
3176,189,Industry,Finance,industry,finance,diarist
3177,189,Location,New York City,location,"new york, NY",diarist
3178,189,Age,25,age,25,diarist
3179,189,Salary,"$46,000 plus overtime (before taxes and transit, health and 401(k) contributions, taken out of each check)",salary,46000,diarist
3180,189,Paycheck (2x a month),"Anywhere between $1,300-$1,650 (depending on overtime)",monthly paycheck,2900,diarist
3181,189,Roommates,1 (Does your mom count as your roommate? I guess so when you’re forced to pay rent),,,diarist
3182,189,Rent,"$1,000",rent,1000,diarist
3183,189,Netflix,$9,entertainment,9,diarist
3184,189,Loans,$250,student loan,250,diarist
3185,189,Planet Fitness (gym) membership,$20.89,gym,20.89,diarist
3186,189,Phone bill,$130.00,utilities,130,diarist
3187,189,Health insurance (taken out pre-tax),$166.68,health insurance,166.68,diarist
3188,189,401(k) contribution (taken out pre-tax),10% of my biweekly check (last month was a combined total of $199.34),savings,199.34,diarist
3189,189,Transit,$116.50 (taken out of paycheck before taxes) for monthly Metro card,misc,116.5,diarist
3190,190,Industry,Development Studies,industry,development studies,diarist
3191,190,Age,25,age,25,diarist
3192,190,Location,Madrid,location,"madrid, spain",diarist
3193,190,Paycheck amount,"~$837.64 is the scholarship fee I get each month to cover cost of living. (I use my savings for non-essentials like trips, concerts, and clothes.)",monthly paycheck,837.64,diarist
3194,190,# of roommates,"two guys, both Spanish.",,,diarist
3195,190,Rent,"~$301. I found this apartment because a friend of mine is dating my roommate’s best friend. My room is small and pretty basic, but it’s got all I need, and it’s in a decent, central area. The metro and bus are within walking distance. I have a strict policy of not using cabs unless it’s totally worth it, because it’s expensive, and most of the time I can cover distances with public transport. I walk a lot, since I don’t go to the gym or practice any sports here.",rent,301,diarist
3196,190,Loan Payments,None,student loan,0,diarist
3197,190,Utilities,"We split the bill three ways, so it’s usually $33-$44 in bills (gas, water, and electricity) plus $13.40 for internet. I share my Netflix account with my family (my dad pays).",utilities,38,diarist
3198,190,Transportation,"$22.34 a month for unlimited metro and bus use. (This rate is valid until you’re 26). $11.17 a month for using the shared city bicycles, which are great now that the weather is good.",misc,22.34,diarist
3199,190,Phone Bill,$16.75,utilities,16.75,diarist
3200,190,Health Insurance,Covered by my scholarship,health insurance,0,diarist
3201,190,Donations,$13.40 a month to NGO helping Syrian refugees.,charity,13.4,diarist
3202,191,Occupation,Attorney,occupation,attorney,diarist
3203,191,Industry,Law,industry,law,diarist
3204,191,Location,"Brooklyn, NY (work in Manhattan)",location,"new york, NY",diarist
3205,191,Age,29,age,29,diarist
3206,191,Salary,"$240,000 (annually; excludes bonus)",salary,240000,diarist
3207,191,Paycheck Amount (2x a month),"Approximately $7,000 after taxes, insurance, flex spending account, long-term disability, transportation (at this point in the year, my take-home pay is higher, because I no longer contribute to social security or my 401(k))",monthly paycheck,14000,diarist
3208,191,# of roommates,0 (boyfriend lives with me on weekends),,,diarist
3209,191,Rent,"$2,750 per month for a one-bedroom with a home office",rent,2750,diarist
3210,191,Loan Payments,$0 (full scholarships to undergrad and law school),student loan,0,diarist
3211,191,Utilities,$55 (average for gas and electric),utilities,55,diarist
3212,191,Transportation,$125 (pre-tax; deducted from paycheck),misc,125,diarist
3213,191,Phone Bill,$69,utilities,69,diarist
3214,191,Health Insurance,Deducted from paycheck,health insurance,,diarist
3215,191,Renter's Insurance,$18,misc,18,diarist
3216,191,Savings,"$18,000 per year to 401(k), $5,500 per year to IRA, $900 per month to investment account, $1,000 per month to long-term savings (all fixed amounts; excess amounts of my salary are saved for short-term goals, like travel, new furniture, gifts, down payment, etc.). I use a zero-based budgeting program (You Need A Budget), so all of my dollars are accounted for as soon as I get paid.",savings,8000,diarist
3217,191,Netflix,$8.99,entertainment,8.99,diarist
3218,191,Cable/internet/landline,$123 (Time Warner. Can't give this up!),utilities,123,diarist
3219,191,Charities,"$400 to 500 a month on average, more toward the end of the year",charity,450,diarist
3220,191,Subscriptions,"$40 per month (makeup box, PBS, magazines)",misc,40,diarist
3221,191,Cleaning service,"$110 every two weeks, plus $25 tip each week",misc,320,diarist
3222,191,Gym membership,Equinox ($40 with discount),gym,40,diarist
3223,192,Industry,document clerk and grocery store worker,industry,document clerk and grocery store worker,diarist
3224,192,Age,23,age,23,diarist
3225,192,Location,"Louisville, KY",location,"louisville, KY",diarist
3226,192,Wage,"Law firm as a document clerk for $13 an hour, with 37.5 hours a week. I also work 8.5 hours a week at a grocery store for $9.50 an hour.",,,diarist
3227,192,Paycheck Amount (every 2 weeks),Around $850 after taxes and the parking-garage fee,monthly paycheck,1700,diarist
3228,192,# of roommates,0,,,diarist
3229,192,Rent,$530,rent,530,diarist
3230,192,Loan Payments,None (yet)! I was blessed with a school that gives great financial aid as well as some scholarships.,student loan,0,diarist
3231,192,Utilities,"Now that it’s summer, about $40. I’m cold-blooded, so I keep it hot.",utilities,40,diarist
3232,192,Transportation,"$40 for the parking garage, taken out of my paychecks. $50 for gas. $75 for car insurance.",misc,40,diarist
3233,192,Phone Bill,$0. Still on the family plan.,utilities,0,diarist
3234,192,Health Insurance,$0. Still on my parents’ plan.,health insurance,0,diarist
3235,192,Savings,"I automatically send $50/paycheck ($100/month) to a high-interest savings account, and $25/month to a 529 account for education expenses. At the end of the month, I transfer as much as I can afford to savings. It’s been as high as $400 and as low as $0, depending on if I have to make big purchases that month.",savings,100,diarist
3236,192,Spotify,$10,entertainment,10,diarist
3237,192,Gym,$10,gym,10,diarist
3238,192,Netflix,Free (I use my family’s account),entertainment,0,diarist
3239,192,Charity,$38,charity,38,diarist
3240,192,Internet,$35,utilities,35,diarist
3241,193,Industry,Digital Media/Editorial,industry,digital media/editorial,diarist
3242,193,Age,22,age,22,diarist
3243,193,Location,NYC,location,"new york, NY",diarist
3244,193,Salary,"$32,000, plus freelance work",salary,32000,diarist
3245,193,Paycheck Amount (2x a month),"~$1,200",monthly paycheck,2400,diarist
3246,193,# of roommates,1,,,diarist
3247,193,Rent,$760,rent,760,diarist
3248,193,Loan Payments,Theyhaven’t kicked in yet; I just graduated in May and don’t have to begin making payments for six months. My parents also offered to make my loan payments until I have a more permanent/higher-paying job.,student loan,0,diarist
3249,193,Utilities,"$25 for internet, around $40 for electricity",utilities,65,diarist
3250,193,Transportation,Monthly Metrocard $116,misc,116.5,diarist
3251,193,Phone Bill,"Still on family plan, all paid for by my parents",utilities,0,diarist
3252,193,Health Insurance,Still on parents’ insurance,health insurance,0,diarist
3253,193,Savings,"I opened a Mutual Funds account several years ago and make deposits whenever I come into extra cash. (There’s around $8,000 in there currently.)",savings,,diarist
3254,194,Occupation,"Events, Partnerships and Promotion Coordinator",occupation,"events, partnerships and promotion coordinator",diarist
3255,194,Industry,Fashion,industry,fashion,diarist
