,diary_index,title,value
3209,191,Rent,"$2,750 per month for a one-bedroom with a home office"
3210,191,Loan Payments,$0 (full scholarships to undergrad and law school)
3211,191,Utilities,$55 (average for gas and electric)
3212,191,Transportation,$125 (pre-tax; deducted from paycheck)
3213,191,Phone Bill,$69
3214,191,Health Insurance,Deducted from paycheck
3215,191,Renter's Insurance,$18
3216,191,Savings,"$18,000 per year to 401(k), $5,500 per year to IRA, $900 per month to investment account, $1,000 per month to long-term savings (all fixed amounts; excess amounts of my salary are saved for short-term goals, like travel, new furniture, gifts, down payment, etc.). I use a zero-based budgeting program (You Need A Budget), so all of my dollars are accounted for as soon as I get paid."
3217,191,Netflix,$8.99
3218,191,Cable/internet/landline,$123 (Time Warner. Can't give this up!)
3219,191,Charities,"$400 to 500 a month on average, more toward the end of the year"
3220,191,Subscriptions,"$40 per month (makeup box, PBS, magazines)"
3221,191,Cleaning service,"$110 every two weeks, plus $25 tip each week"
3222,191,Gym membership,Equinox ($40 with discount)
3223,192,Industry,"I work part-time at a law firm as a document clerk, and one day a week at an upscale grocery store. I’m starting grad school for speech pathology in the fall."
3224,192,Age,23
3225,192,Location,"Louisville, KY"
3226,192,Wage,"Law firm as a document clerk for $13 an hour, with 37.5 hours a week. I also work 8.5 hours a week at a grocery store for $9.50 an hour."
3227,192,Paycheck Amount (every 2 weeks),Around $850 after taxes and the parking-garage fee
3228,192,# of roommates,0
3229,192,Rent,$530
3230,192,Loan Payments,None (yet)! I was blessed with a school that gives great financial aid as well as some scholarships.
3231,192,Utilities,"Now that it’s summer, about $40. I’m cold-blooded, so I keep it hot."
3232,192,Transportation,"$40 for the parking garage, taken out of my paychecks. $50 for gas. $75 for car insurance."
3233,192,Phone Bill,$0. Still on the family plan.
3234,192,Health Insurance,$0. Still on my parents’ plan.
3235,192,Savings,"I automatically send $50/paycheck ($100/month) to a high-interest savings account, and $25/month to a 529 account for education expenses. At the end of the month, I transfer as much as I can afford to savings. It’s been as high as $400 and as low as $0, depending on if I have to make big purchases that month."
3236,192,Spotify,$10
3237,192,Gym,$10
3238,192,Netflix,Free (I use my family’s account)
3239,192,Charity,$38
3240,192,Internet,$35
3241,193,Industry,Digital Media/Editorial
3242,193,Age,22
3243,193,Location,NYC
3244,193,Salary,"$32,000, plus freelance work"
3245,193,Paycheck Amount (2x a month),"~$1,200"
3246,193,# of roommates,1
3247,193,Rent,$760
3248,193,Loan Payments,Theyhaven’t kicked in yet; I just graduated in May and don’t have to begin making payments for six months. My parents also offered to make my loan payments until I have a more permanent/higher-paying job.
3249,193,Utilities,"$25 for internet, around $40 for electricity"
3250,193,Transportation,Monthly Metrocard $116
3251,193,Phone Bill,"Still on family plan, all paid for by my parents"
3252,193,Health Insurance,Still on parents’ insurance
3253,193,Savings,"I opened a Mutual Funds account several years ago and make deposits whenever I come into extra cash. (There’s around $8,000 in there currently.)"
3254,194,Occupation,"Events, Partnerships and Promotion Coordinator"
3255,194,Industry,Fashion
3256,194,Age,21
3257,194,Location,"Paris, France"
3258,194,Salary,"$25,668 (24,000 euros)"
3259,194,Paycheck (once a month),"$2,139 per month (2,000 euros), but I only get about $1,600 per month after taxes and benefits."
3260,194,Rent,"$0. It would be too expensive to live in Paris on my salary, so I'm living at my grandma's appartment"
3261,194,Spotify Premium,$4.99 (with student discount)
3262,194,Monthly Metro & Bus Pass,: $39 for half of it (my work pays for the other half)
3263,194,Meals,"~$92. My work gives me $9.60 in meal tickets for each day that I work, which I can use at most restaurants and cafés for lunch, but half of that money is taken from my salary."
3264,195,Industry,Finance
3265,195,Age,27
3266,195,Location,NYC
3267,195,Salary,"$82,500"
3268,195,Paycheck Amount (2x a month),"$2,200"
3269,195,Monthly Housing Costs,"$1,300 (my portion of our $2,700 rent - shared with my fiancé)"
3270,195,Transit (Taken out of paycheck pre-tax),$50
3271,195,Health Insurance,"$84 for dental, medical, and vision"
3272,195,401(k),"$412 (6% of my paycheck, taken out pretax)"
3273,195,Cable & Internet,"$90 (total cost is $210, but fiancé pays more because he needs Redzone)"
3274,195,Electric,$50 (my half)
3275,195,Spotify,$10
3276,195,Gym,$205
3277,195,"Netflix, Amazon Prime, & Cellphone","$0, still on Dad's plan (Thanks, Dad!)"
3278,195,Savings,Whatever's left after my credit card bill is paid
3279,196,Occupation,Customer Success Specialist
3280,196,Industry,Health IT
3281,196,Age,26
3282,196,Location,"Plano, TX"
3283,196,Salary,"$40,000"
3284,196,Paycheck Amount (2x month),"$1,245"
3285,196,Gender Identity,Female
3286,196,Monthly Housing Costs,$775
3287,196,Monthly Loan Payments,$189
3288,196,All Other Utility bill,$40
3289,196,Electricity bill,$40
3290,196,Internet,$44
3291,196,Car payment,$354
3292,196,Car insurance,$93
3293,196,Spotify,$10
3294,197,Industry,Public Health
3295,197,Age,34
3296,197,Location,"Brooklyn, NY"
3297,197,Salary,"$55,000"
3298,197,Paycheck Amount (biweekly ),"$1,550"
3299,197,Monthly Housing Costs,"$850 (My share, I live with my boyfriend)"
3300,197,Monthly Loan Payments,$297.50 for student loans. I qualify for loan forgiveness so my loans are income-based.
3301,197,"Utilities, Cable, Internet",: $200 on average for my share
3302,197,Netflix,: $0 (use my sister's account)
3303,197,Spotify,$10
3304,197,Union Dues,"$70 a month, taken out of my paycheck directly"
3305,197,Credit Cards,$200. I'm in the process of paying them off completely.
3306,197,Cell Phone,$75. I get a 25% discount on my plan through my job.
3307,197,Savings,$200 a month. I haven't set up a retirement account through my job but I have one at my bank and I usually make one big deposit at the end of the year to my IRA.
3308,198,Industry,"Government, plus a side job at a restaurant"
3309,198,Age,33
3310,198,Location,"Juneau, Alaska"
3311,198,Salary,"$63,000 and another $10,000 from waiting tables."
3312,198,Paycheck Amount (2x month),"$1740 in take-home pay, $400 tips from serving"
3313,198,Monthly Housing Costs,"$1,000 mortgage"
3314,198,Monthly Loan Payments,$720
3315,198,"Water, Sewer, Trash, Internet, Phone, Propane, Heating Oil",$240 (my half)
3316,198,Credit Card Payments on 0% Interest Balance,"~$1,200"
3317,198,Retirement Contribution,"My employer deducts a mandatory contribution of $600 which they match 62% of, and I contribute an additional $200."
3318,198,Health Savings Account,$92
3319,198,Union Dues,$65
3320,198,Car insurance & Gas,$45
3321,198,Chicken Feed,$17.50 (my half)
3322,198,Netflix,$10
3323,198,Contribution To Joint Grocery Checking Account,$150 (my half)
3324,198,Joint Travel Savings Account,$300 (my half)
3325,199,Industry,Art
3326,199,Age,31
3327,199,Location,"New York, NY"
3328,199,Salary,"$85,000"
3329,199,Paycheck Amount (2x per month),"$2,100"
3330,199,Monthly Housing Costs,"I own a shared apartment and personally pay $582.45 in condo maintenance fees, property taxes, insurance, utilities, etc."
3331,199,Grad School Student Loans,$833
3332,199,Transportation,"$20 for gas. We recently gave up our spot in a garage because even if we get seven parking tickets in a month, it would still cost less. We just have to move the car every other morning — ugh."
3333,199,Phone,$95.11
3334,199,Health Insurance,"$162.40, deducted from paycheck"
3335,199,Subscriptions,"Netflix, Hulu, Squarespace, Lightroom: $33.53"
3336,199,Housekeeper,$160 for a biweekly cleaning; I pay $53.33
3337,199,Gym membership,: $132.60
3338,199,Savings,"$800 into joint savings, $458 into Roth IRA, $400 into various funds."
3339,200,Industry,Tech
3340,200,Age,27
3341,200,Location,"San Francisco, CA"
3342,200,Salary,"$60,000.00"
3343,200,Paycheck Amount (2x month),"$1,705.29"
3344,200,Gender Identity,Female
3345,200,Monthly Housing Costs,"$1,300.00. Split somewhat evenly with my boyfriend. The entire apartment is $2,700."
3346,200,Monthly Loan Payments,My parents paid 100% of my college tuition.
3347,200,Credit Card Payments,$550
3348,200,Travel Savings,$250
3349,200,Savings,$700
3350,200,Utilities,"$0. My boyfriend pays the electric and water bill (usually around $160) because he makes a lot more than I do, over $120,000."
3351,200,Transportation,$0 (I work remotely from my apartment's lounge area)
3352,200,Phone Bill,"$0, I'm on a family plan with my parents"
3353,200,Health Insurance,"$0, completely covered by my company"
3354,200,Dental Insurance,$13.99
3355,201,Industry,Fashion
3356,201,Age,28
3357,201,Location,"Los Angeles, CA"
3358,201,Salary,"$52,000"
3359,201,Paycheck Amount (4x month),$760
3360,201,Monthly Housing Costs,"$950. (Total is $1,900, and I split it 50/50 with boyfriend.) We also had a ""free rent month"" deal in January as a part of our lease agreement. I make it a point to adjust my spending so that I always ""rollover"" into the new month with at least $1,000, and that free month of rent helps."
3361,201,Monthly Loan Payments,"$0 in student loans for now — deferred 'cause grad school, but savings plan will turn into loan payments later."
3362,201,Utilities,~$40
3363,201,Cell Phone,$131. I just got a new phone and I'm making monthly payments on top of the data plan.
3364,201,Internet,$40
3365,201,Spotify,$13
3366,201,Netflix,$8
3367,201,Rock Climbing Gym Membership,$81
3368,201,Savings,$840
3369,201,Joint Account,"$452. We each deposit 20% of our take home income to spend on groceries, dining out, travel, home goods, etc."
3370,202,Industry,Digital Marketing
3371,202,Age,26
3372,202,Location,Chicago
3373,202,Salary,"$40,000"
3374,202,Paycheck Amount (bimonthly),$1180. I also get occasional checks between $30-100 for a second job I have.
3375,202,Rent,Our total rent is $1150. I pay $450 since I paid all our rent while my boyfriend was unemployed.
3376,202,Student Loans,$0 for student loans. I'm on deferment.
3377,202,Credit Cards,$800 for credit cards as I get out of extremely high debt.
3378,202,Utilities,"$30 for my half of electric, $25 for my half of internet"
3379,202,Phone Bill,"Still on a family plan, but I pay my mom $60 every month."
3380,202,Transportation,Around $80 a month for gas (split with my boyfriend since we share a car)
3381,202,Health Insurance,"$180 taken out of my paycheck, $90 each check"
3382,202,"Hulu, Spotify, Squarespace, Texture",$35
3383,202,Gym,$40
3384,202,Charity,$25
3385,202,Savings,Trying to put $200 per month
3386,203,Occupation,Production Assistant
3387,203,Industry,Film/TV
3388,203,Age,24
3389,203,Location,"Brooklyn, NY"
3390,203,Salary,"$34,000"
3391,203,Paycheck Amount (4x month),$554.92
3392,203,Gender Identity,Female
3393,203,Monthly Housing Costs,$985
3394,203,Monthly Loan Payments,$0
3395,203,Netflix,$10.81
3396,203,Hulu,$7.99
3397,203,Zipcar,$7.62
3398,203,Credit Cards,Roughly $500 spread over a few cards
3399,203,MetroCard,"$124 in weekly passes, reimbursed through work"
3400,204,Occupation,Web Analyst
3401,204,Industry,Advertising
3402,204,Age,24
3403,204,Location,"Dallas, TX"
3404,204,Salary,"$68,000"
3405,204,Paycheck Amount (2x a month),"$1,580"
3406,204,Monthly Housing Costs,"$910 (I pay ~$200 more than my roommates since I'm in the master suite of a three bed, two bath)"
3407,204,Monthly Loan Payments,$0
3408,204,Utilities,$80
3409,204,Phone bill,$40
3410,204,Car insurance,$77
3411,204,ClassPass 10 pack,$102
3412,204,Spotify,: $11
3413,204,Doggie Daycare,~$120 (depending on how often he goes)
3414,204,Savings,$500/month into an investment fund on top of maxing out my 401(k)
3415,205,Occupation,Content Editor
3416,205,Industry,Information Services
3417,205,Age,22
3418,205,Location,"Lower East Side, NYC"
3419,205,Salary,"$50,000"
3420,205,Paycheck Amount (2x / month),"$1,215"
3421,205,Monthly Housing Costs,"$1,647.50 for my half. I share a two-bedroom shoebox with my friend from high school."
3422,205,Monthly Loan Payments,"$0, I'm lucky that my parents paid for my college education."
3423,205,Utilities,"Roughly $40 for gas, my half. We recently signed up with Green Mountain Energy, and for an extra $6.95 a month, our electricity comes from renewable power. Totally worth it!"
3424,205,Cable and Wi-Fi,$34.85
3425,205,Travel,"$121 for a monthly MetroCard pass, which comes out of my paycheck on a pre-tax basis; $60 for cabs; $24 for trains home."
