title,value,diary_index
Monthly Housing Costs,"$1,300.00. Split somewhat evenly with my boyfriend. The entire apartment is $2,700.",200
Monthly Loan Payments,My parents paid 100% of my college tuition.,200
Credit Card Payments,$550,200
Travel Savings,$250,200
Savings,$700,200
Utilities,"$0. My boyfriend pays the electric and water bill (usually around $160) because he makes a lot more than I do, over $120,000.",200
Transportation,$0 (I work remotely from my apartment's lounge area),200
Phone Bill,"$0, I'm on a family plan with my parents",200
Health Insurance,"$0, completely covered by my company",200
Dental Insurance,$13.99,200
Industry,Fashion,201
Age,28,201
Location,"Los Angeles, CA",201
Salary,"$52,000",201
Paycheck Amount (4x month),$760,201
Monthly Housing Costs,"$950. (Total is $1,900, and I split it 50/50 with boyfriend.) We also had a ""free rent month"" deal in January as a part of our lease agreement. I make it a point to adjust my spending so that I always ""rollover"" into the new month with at least $1,000, and that free month of rent helps.",201
Monthly Loan Payments,"$0 in student loans for now — deferred 'cause grad school, but savings plan will turn into loan payments later.",201
Utilities,~$40,201
Cell Phone,$131. I just got a new phone and I'm making monthly payments on top of the data plan.,201
Internet,$40,201
Spotify,$13,201
Netflix,$8,201
Rock Climbing Gym Membership,$81,201
Savings,$840,201
Joint Account,"$452. We each deposit 20% of our take home income to spend on groceries, dining out, travel, home goods, etc.",201
Industry,Digital Marketing,202
Age,26,202
Location,Chicago,202
Salary,"$40,000",202
Paycheck Amount (bimonthly),$1180. I also get occasional checks between $30-100 for a second job I have.,202
Rent,Our total rent is $1150. I pay $450 since I paid all our rent while my boyfriend was unemployed.,202
Student Loans,$0 for student loans. I'm on deferment.,202
Credit Cards,$800 for credit cards as I get out of extremely high debt.,202
Utilities,"$30 for my half of electric, $25 for my half of internet",202
Phone Bill,"Still on a family plan, but I pay my mom $60 every month.",202
Transportation,Around $80 a month for gas (split with my boyfriend since we share a car),202
Health Insurance,"$180 taken out of my paycheck, $90 each check",202
"Hulu, Spotify, Squarespace, Texture",$35,202
Gym,$40,202
Charity,$25,202
Savings,Trying to put $200 per month,202
Occupation,Production Assistant,203
Industry,Film/TV,203
Age,24,203
Location,"Brooklyn, NY",203
Salary,"$34,000",203
Paycheck Amount (4x month),$554.92,203
Gender Identity,Female,203
Monthly Housing Costs,$985,203
Monthly Loan Payments,$0,203
Netflix,$10.81,203
Hulu,$7.99,203
Zipcar,$7.62,203
Credit Cards,Roughly $500 spread over a few cards,203
MetroCard,"$124 in weekly passes, reimbursed through work",203
Occupation,Web Analyst,204
Industry,Advertising,204
Age,24,204
Location,"Dallas, TX",204
Salary,"$68,000",204
Paycheck Amount (2x a month),"$1,580",204
Monthly Housing Costs,"$910 (I pay ~$200 more than my roommates since I'm in the master suite of a three bed, two bath)",204
Monthly Loan Payments,$0,204
Utilities,$80,204
Phone bill,$40,204
Car insurance,$77,204
ClassPass 10 pack,$102,204
Spotify,: $11,204
Doggie Daycare,~$120 (depending on how often he goes),204
Savings,$500/month into an investment fund on top of maxing out my 401(k),204
Occupation,Content Editor,205
Industry,Information Services,205
Age,22,205
Location,"Lower East Side, NYC",205
Salary,"$50,000",205
Paycheck Amount (2x / month),"$1,215",205
Monthly Housing Costs,"$1,647.50 for my half. I share a two-bedroom shoebox with my friend from high school.",205
Monthly Loan Payments,"$0, I'm lucky that my parents paid for my college education.",205
Utilities,"Roughly $40 for gas, my half. We recently signed up with Green Mountain Energy, and for an extra $6.95 a month, our electricity comes from renewable power. Totally worth it!",205
Cable and Wi-Fi,$34.85,205
Travel,"$121 for a monthly MetroCard pass, which comes out of my paycheck on a pre-tax basis; $60 for cabs; $24 for trains home.",205
Health Insurance,I'm on my parents' plan.,205
Phone Bill,I'm on my parents' plan.,205
Gym Membership,"$175, reimbursed $100 through work.",205
HBO Now,$14.99,205
401(k),"$75 per paycheck. I also have a savings account that has about $15,000 in it.",205
Occupation,Geophysicist,206
Industry,DOE contractor,206
Age,27,206
Location,"Santa Fe, New Mexico",206
Salary,"$57,720",206
Paycheck Amount (2x/month),"$1,527",206
Housing,$800. My boyfriend and I split a two-bedroom casita with a backyard for our two dogs.,206
Loan Payments,"I have ~$1,500 in student loans and pay $50/month towards them.",206
Roth IRA contribution,$150,206
Gym Membership,$170 Orangetheory unlimited membership,206
Cell Phone,~$55/month. (I use Project Fi from Google so this varies.),206
Credit Card Payment,$40 on a 0% interest card.,206
401(k),"$220. The first 6% is matched by my employer each pay period, along with a 3.5% annual contribution.",206
HSA,$70 pre-tax contribution,206
Health insurance,$102 pre-tax High Deductible Health Plan insurance,206
Car Payment,$408 for our 2014 Subaru Outback,206
Car/Renters Insurance,"$183. We have four bundled policies that cover my Honda Accord, the Subaru Outback, my boyfriend's motorcycle, and our renters insurance.",206
Internet,$54,206
Water,$80 water and trash/recycling,206
Electricity,$60,206
Occupation,Writer,207
Industry,Journalism,207
Age,24,207
Location,"New York, NY",207
Salary,"$32,000, after tax",207
Paycheck (2x/month),"$1,215. I make overtime, so this is a flexible number.",207
Housing Costs,"$1,550/month for rent",207
Loan Payments,$0,207
All Other MetroCard,$121 for a monthly unlimited,207
Savings,$75 a month into savings,207
Spotify,$9.99 per month,207
Occupation,Senior Program Manager,208
Industry,Telecom,208
Age,34,208
Location,Philadelphia,208
Salary,"$106,000 + 15% bonus",208
Paycheck (2x/month),"$3,044.50 after tax",208
Housing Costs,"$1,732/month for mortgage payment. I live alone, so all costs are mine.",208
Loan Payments,$0 my parents paid off my undergrad loans and are currently paying my grad school loans.,208
"All Other Water, Gas & Electric",$150,208
"Cable, Internet & Home Security","$37.75. I work for a cable company, so I only pay for equipment and taxes, but I have all the bells and whistles.",208
Lease Payment,$281,208
House Cleaner,$100,208
Cell Phone,"$137, including payment plan for my iPhone 7",208
Exterminator,$50,208
Gym,$30. (Does not include other classes that I buy as needed.),208
Savings,$500,208
Car Insurance,$550 every six months. (I don't factor it into my monthly bills. I just deal with it when the bill comes due.),208
Occupation,Executive Director,209
Industry,Finance,209
Age,34,209
Location,Los Angeles,209
CombinedSalary,"$1,250,000",209
My Salary,"$275,000 base + $225,000 annual bonus.",209
Husband's Salary,"$225,000 base + $525,000 annual bonus",209
My Paycheck (Biweekly - 26),"$5,875 net",209
Husband's Paycheck (Semi-monthly - 24),"$5,636 net. (We max out our 401(k) contributions.)",209
Housing,"$2,800 mortgage",209
Utilities,$918. We bought in a gentrifying area of LA and did a gut renovation of the house. Our life savings is in the walls of our home.,209
Student Loans,"$1,100",209
Cars,"$1,610",209
"All Other Insurance (Cars, Life, Jewelry)","$1,710",209
Recurring Charitable Payments,"$170 to UNICEF, Doctors Without Borders, Los Angeles LBGT Center",209
Wine Shipments,$175,209
Meal Deliveries,$500,209
Housekeeper,$560,209
Pool Man,$110,209
Gardener,$95,209
Dry Cleaning & Laundry Service,$350,209
Subscriptions,"$75 for Netflix, ABC Mouse, various magazines, etc.",209
Bonus Deductions,"Out of our annual bonuses, we pay for additional income taxes, over and above withholding ($38,000), and pre-school tuition ($24,000). The remaining balance of our bonus money is put into savings.",209
Occupation,Specialist,210
Industry,Cosmetics,210
Age,23,210
Location,"New York, NY",210
Salary,"$62,000",210
Paycheck (2x/month),"$1,645.14",210
Housing Costs,"$1,400",210
Loan Payments,$0,210
All Other Prescription,"$2 (thank you, insurance)",210
MetroCard,$125 taken out pre-tax,210
401(k),"$100 per month, and my company matches",210
Equinox Membership,A family member got me my membership as a graduation present!,210
Occupation,Vitreo-retinal Surgeon,211
Industry,Healthcare & Medicine,211
Age,40,211
Location,Texas,211
Salary,"$360,000",211
Paycheck (Every Two Weeks),"$10,113.05 after health, dental, malpractice and disability insurance deductions",211
Housing,"$3,832. ($1,832.00 plus an additional $2,000/month on the principal.)",211
Loan Payments,"None — neither school nor car loans. My education was funded by parents, and extremely discounted from scholarships for my undergraduate and med school degrees.",211
All Other Tuition,"$1,000. My husband is in school full-time for business degree.",211
Utilities,"$320 for water, electricity, and gas",211
Cable & Internet,$145/month,211
Cell Phone,$115 — mine and husband's,211
Netflix,$10,211
Church,$150,211
Car Insurance,$130 — mine and husband's. Both vehicles are paid off.,211
Credit Card,"$4,000 on average, but this is variable. We pay it off in full every month.",211
Savings,"$4,500. $3,000 for us and $1,500 for my parents, invested by a financial firm.",211
Emergency Fund,"$1,000 - $2,000",211
Occupation,Architect,212
Industry,Architecture & Design,212
Age,26,212
Location,"Santa Barbara, CA",212
Salary,"$129,000, for the past two years. The prior 2.5 years, I was making about $50,000 less, but one of our head architects left the firm and I was offered his position. I have worked really hard to become good at my job, and even with that I was very surprised they offered me the job. It's uncommon to get this opportunity this early in this field; I’m so lucky and pleased that I did.",212
Paycheck (2x/month),"$4,100",212
Housing,"$500 lease payment for a two-bedroom, two-bathroom pool house on a family friend's property, all utilities included. (That's nowhere near the norm for this area. My friend heard that I couldn’t find an apartment that allowed large dogs, and offered me their unused pool house for a steal, in exchange for architectural services and babysitting their kids when needed. I renovated the house during the time I’ve lived in it, and I have LOVED the process.)",212
Loan Payments,"None. All my schooling was covered by scholarship. I also got all my general studies done through the local community college while I was still in high school. It was hard, but totally worth it. I was able to graduate from college with a master's, a completed internship, and an architecture license in four years instead of seven. It pays to work hard in high school!",212
Car Insurance,"$91 — should be noted that my parents bought me a car as a college graduation present. I am insanely grateful. They used a portion of my college fund, which was started when I was born, and which they and I contributed to over the years. The rest of the college fund became their vacation fund, which they deserve.",212
Internet,$40,212
Amazon Prime,$99/yearly,212
Phone Bill,$0 — covered by company,212
Credit Card Payments,"Differs month to month. I paid off my college credit card debt about nine months ago. After I landed my job (which was three months out of school), I stopped using my credit card except for hotels, clothes, and flights to get points and miles. I pay it off in full every month, so it just depends on how much I use it. Past month was only $70.",212
